,Property Address,Property Area,Property Type,Property Link,Image Links,Property Description,Key Features,Agent Names,Agent Mails,Agent Contacts,Property File Link
52,"Unit 7B, Valor Park - East Circular, Gascoigne Road, Barking, Essex, IG11 7NZ","10,732 Sq Ft (997 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2084/Unit-7B-Valor-Park---East-Circular-Gascoigne-Road-Barking-Essex-IG11-7NZ-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9425_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9424_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9423_web.jpg,TO LET - NEW & FULLY REFURBISHED INDUSTRIAL / WAREHOUSE UNIT AVAILABLE FOR OCCUPATION FROM Q1 2023. PRIME GREATER LONDON URBAN LOGISTICS OPPORTUNITY. The property is situated just off the west side of Gascoigne Road which leads south to the A13 trunk road and the intersection with the A406 North Circular. The A13(T) provides excellent access to the A406 North Circular Road / M11 and east to the M25 (Junction 30/31).,Up to 3 level loading doors;LED warehouse lighting;Secure site;4 electric parking spaces;Up to 20 car parking spaces;6-8m eaves height;Up to 45m yard depth;First floor offices,STEVE RICHMOND;CHRIS BIRCH,mailto:stephen.richmond@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07771 900682;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7421_z91x8g67z0x1ef9r&filename=Barking%20-%20Valor%20Park%20East%20Circular%20brochure.pdf
53,"Unit 7A, Valor Park - East Circular, Gascoigne Road, Barking, Essex, IG11 7NZ","10,678 Sq Ft (991.99 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2083/Unit-7A-Valor-Park---East-Circular-Gascoigne-Road-Barking-Essex-IG11-7NZ-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9421_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9420_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9419_web.jpg,TO LET - NEW & FULLY REFURBISHED INDUSTRIAL / WAREHOUSE UNIT AVAILABLE FOR OCCUPATION FROM Q1 2023. PRIME GREATER LONDON URBAN LOGISTICS OPPORTUNITY. The property is situated just off the west side of Gascoigne Road which leads south to the A13 trunk road and the intersection with the A406 North Circular. The A13(T) provides excellent access to the A406 North Circular Road / M11 and east to the M25 (Junction 30/31).,Up to 3 level loading doors;LED warehouse lighting;Secure site;4 electric parking spaces;Up to 20 car parking spaces;6-8m eaves height;Up to 45m yard depth;First floor offices,STEVE RICHMOND;CHRIS BIRCH,mailto:stephen.richmond@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07771 900682;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7420_x5fr3i2z101l2ynq&filename=Barking%20-%20Valor%20Park%20East%20Circular%20brochure.pdf
54,"Unit 1C, Valor Park - East Circular, Gascoigne Road, Barking, Essex, IG11 7NZ","22,335 Sq Ft (2,074.92 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2082/Unit-1C-Valor-Park---East-Circular-Gascoigne-Road-Barking-Essex-IG11-7NZ-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9416_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9415_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9417_web.jpg,TO LET - NEW & FULLY REFURBISHED INDUSTRIAL / WAREHOUSE UNIT AVAILABLE FOR OCCUPATION FROM Q1 2023. PRIME GREATER LONDON URBAN LOGISTICS OPPORTUNITY. The property is situated just off the west side of Gascoigne Road which leads south to the A13 trunk road and the intersection with the A406 North Circular. The A13(T) provides excellent access to the A406 North Circular Road / M11 and east to the M25 (Junction 30/31).,Up to 3 level loading doors;LED warehouse lighting;Secure site;4 electric parking spaces;Up to 20 car parking spaces;6-8m eaves height;Up to 45m yard depth;First floor offices,STEVE RICHMOND;CHRIS BIRCH,mailto:stephen.richmond@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07771 900682;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7419_9hjkk35q33rzh2dc&filename=Barking%20-%20Valor%20Park%20East%20Circular%20brochure.pdf
55,"Unit 1B, Valor Park - East Circular, Gascoigne Road, Barking, Essex, IG11 7NZ","22,464 Sq Ft (2,086.91 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2081/Unit-1B-Valor-Park---East-Circular-Gascoigne-Road-Barking-Essex-IG11-7NZ-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9413_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9412_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9411_web.jpg,TO LET - NEW & FULLY REFURBISHED INDUSTRIAL / WAREHOUSE UNIT AVAILABLE FOR OCCUPATION FROM Q1 2023. PRIME GREATER LONDON URBAN LOGISTICS OPPORTUNITY. The property is situated just off the west side of Gascoigne Road which leads south to the A13 trunk road and the intersection with the A406 North Circular. The A13(T) provides excellent access to the A406 North Circular Road / M11 and east to the M25 (Junction 30/31).,Up to 3 level loading doors;LED warehouse lighting;Secure site;4 electric parking spaces;Up to 20 car parking spaces;6-8m eaves height;Up to 45m yard depth;First floor offices,STEVE RICHMOND;CHRIS BIRCH,mailto:stephen.richmond@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07771 900682;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7418_w5254kv221361fk4&filename=Barking%20-%20Valor%20Park%20East%20Circular%20brochure.pdf
56,"Unit 1A, Valor Park - East Circular, Gascoigne Road, Barking, Essex, IG11 7NZ","19,471 Sq Ft (1,808.86 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2080/Unit-1A-Valor-Park---East-Circular-Gascoigne-Road-Barking-Essex-IG11-7NZ-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9408_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9409_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9407_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9406_web.jpg,TO LET - NEW & FULLY REFURBISHED INDUSTRIAL / WAREHOUSE UNIT AVAILABLE FOR OCCUPATION FROM Q1 2023. PRIME GREATER LONDON URBAN LOGISTICS OPPORTUNITY. The property is situated just off the west side of Gascoigne Road which leads south to the A13 trunk road and the intersection with the A406 North Circular. The A13(T) provides excellent access to the A406 North Circular Road / M11 and east to the M25 (Junction 30/31).,Up to 3 level loading doors;LED warehouse lighting;Secure site;4 electric parking spaces;Up to 20 car parking spaces;6-8m eaves height;Up to 45m yard depth;First floor offices,STEVE RICHMOND;CHRIS BIRCH,mailto:stephen.richmond@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07771 900682;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7417_gp223m66p3boi4om&filename=Barking%20-%20Valor%20Park%20East%20Circular%20brochure.pdf
57,"Unit 27, Silverwing Industrial Estate, Horatius Way, Croydon, Surrey, CR0 4RU","1,519 Sq Ft (141.12 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2079/Unit-27-Silverwing-Industrial-Estate-Horatius-Way-Croydon-Surrey-CR0-4RU-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9400_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9402_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9401_web.jpg,INDUSTRIAL / WAREHOUSE UNIT - TO LET. The property comprises a end-of-terrace unit of brickwork construction with steel trussed roof and a concrete floor. The unit benefits from 3 parking spaces and will be fully refurbished.,Three phase electricity;Roller shutter loading door;LED lighting;On-site car parking spaces;WC facilities,ROBERT BRADLEY-SMITH;HARVEY ARROWSMITH;CHARLIE MCKECHNIE;ALEX GALE,mailto:robert.bradley-smith@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com;mailto:cmckechnie@shw.co.uk;mailto:agale@shw.co.uk,tel:01737 243328;tel:01737 243328;tel:02086622737;tel:020 8662 2704,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7448_csd8gnfj47544n35&filename=Details%20-%20Unit%2027%20Silverwing%20Industrial%20Estate.pdf
58,"Unit 12D Quarry Wood Industrial Estate, Mills Road, Aylesford, Kent, ME20 7NA","5,523 Sq Ft (513.09 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2078/Unit-12D-Quarry-Wood-Industrial-Estate-Mills-Road-Aylesford-Kent-ME20-7NA-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9397_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9398_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9399_web.jpg,"TO LET - REFURBISHED INDUSTRIAL / WAREHOUSE UNIT. The property is situated on Mills Road on the established Quarry Wood Industrial Estate. The Estate is within 1 mile of Junction 5 of the M20 which provides good transport links to the national motorway networks, Channel Tunnel and Ports.",Full height electric roller shutter doors (5.75m);6.1m clear internal height;7m eaves height;Fully fitted offices with separate WC facilities;3 phase power and lighting;Ample forecourt parking and HGV loading,TOM BOOKER;CHRIS BIRCH,mailto:tom.booker@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07584 237141;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7509_g5fug8n3oofq4uk0&filename=Aylesford%20-%20Quarrywood%20Industrial%20Estate%20brochure.pdf
59,"Unit 12B/C Quarry Wood Industrial Estate, Mills Road, Aylesford, Kent, ME20 7NA","12,201 Sq Ft (1,133.47 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2077/Unit-12B/C-Quarry-Wood-Industrial-Estate-Mills-Road-Aylesford-Kent-ME20-7NA-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9437_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9395_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9436_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9394_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9393_web.jpg,"TO LET - REFURBISHED INDUSTRIAL / WAREHOUSE UNIT. The property is situated on Mills Road on the established Quarry Wood Industrial Estate. The Estate is within 1 mile of Junction 5 of the M20 which provides good transport links to the national motorway networks, Channel Tunnel and Ports.",Full height electric roller shutter doors (5.75m);6.1m clear internal height;7m eaves height;Fully fitted offices with separate WC facilities;3 phase power and lighting;Ample forecourt parking and HGV loading,TOM BOOKER;CHRIS BIRCH,mailto:tom.booker@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07584 237141;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7510_n6wzo15ql147825c&filename=Aylesford%20-%20Quarrywood%20Industrial%20Estate%20brochure.pdf
60,"Various Units, Quarry Wood Industrial Estate, Mills Road, Aylesford, Kent, ME20 7NA","5,523 - 12,201 of 17,724 Sq Ft (513.09 - 1,133.47 of 1,646.56 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2076/Various-Units-Quarry-Wood-Industrial-Estate-Mills-Road-Aylesford-Kent-ME20-7NA-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9387_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9390_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9391_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9389_web.jpg,"TO LET - REFURBISHED INDUSTRIAL / WAREHOUSE UNITS. The property is situated on Mills Road on the established Quarry Wood Industrial Estate. The Estate is within 1 mile of Junction 5 of the M20 which provides good transport links to the national motorway networks, Channel Tunnel and Ports.",Full height electric roller shutter doors (5.75m);6.1m clear internal height;7m eaves height;Fully fitted offices with separate WC facilities;3 phase power and lighting;Ample forecourt parking and HGV loading,TOM BOOKER;CHRIS BIRCH,mailto:tom.booker@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07584 237141;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7511_g89674dqqwv32565&filename=Aylesford%20-%20Quarrywood%20Industrial%20Estate%20brochure.pdf
61,"Unit 2A, North Farm Industrial Estate, Longfield Road, Tunbridge Wells, Kent, TN2 3EY","9,335 Sq Ft (867.22 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2075/Unit-2A-North-Farm-Industrial-Estate-Longfield-Road-Tunbridge-Wells-Kent-TN2-3EY--Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9378_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9381_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9382_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9379_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9383_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9380_web.jpg,REFURBISHED WAREHOUSE UNIT - TO LET. Unit 2A has been comprehensively refurbished to include a new roof. There is dock level loading at the rear with a minimum eaves height of approximately 5 metres. The office area can be accessed independently and directly off Longfield Road.,Comprehensively refurbished;Dock level loading;Minimum eaves height of approximately 5m;Good sized service yard;Allocated parking to the side and rear,TOM BOOKER,mailto:tom.booker@altusgroup.com,tel:07584 237141,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7391_shpn92au90341mr5&filename=Brochure%20-%202a%20North%20Farm%20Industrial%20Estate%2C%20Tunbridge%20Wells.pdf
62,"Unit 2a, North Farm Industrial Estate, Longfield Road, Tunbridge Wells, Kent, TN2 3EY","9,335 Sq Ft (867.22 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2074/Unit-2a-North-Farm-Industrial-Estate-Longfield-Road-Tunbridge-Wells-Kent-TN2-3EY-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9375_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9371_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9376_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9377_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9374_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9373_web.jpg,REFURBISHED WAREHOUSE UNIT - TO LET. Unit 2a has been comprehensively refurbished to include a new roof. There is dock level loading at the rear with a minimum eaves height of approximately 5 metres. The office area can be accessed independently and directly off Longfield Road.,Comprehensively refurbished;Dock level loading;Minimum eaves height of approximately 5m;Good sized service yard;Allocated parking to the side and rear,ROBERT BRADLEY-SMITH;TOM BOOKER;JULIE CHALMERS,mailto:robert.bradley-smith@altusgroup.com;mailto:tom.booker@altusgroup.com;mailto:julie.chalmers@durlings.co.uk,tel:01737 243328;tel:07584 237141;tel:01892 552 500,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7390_1825q020pyaf7833&filename=Brochure%20-%202a%20North%20Farm%20Industrial%20Estate%2C%20Tunbridge%20Wells.pdf
63,"Units, 17-18, Redhill 23 Business Park, Holmethorpe Avenue, Redhill, Surrey, RH1 2GD","1,678 - 3,394 Sq Ft (155.89 - 315.3 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2073/Units-17-18-Redhill-23-Business-Park-Holmethorpe-Avenue-Redhill-Surrey-RH1-2GD-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9355_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/8.png;https://altuscrm.agencypilot.com/crm/store/property/320+9352_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9353_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9354_web.jpg,INDUSTRIAL / WAREHOUSE UNITS - TO LET. Redhill 23 is an established development of high specification industrial / warehouse units on a spacious and secure site. The development will built in 2008 with the units having profiled steel clad and brickwork elevations with panelled loading doors and pedestrian front doors.,Industrial / Warehouse:;10% roof lighting;6.5m eaves height;Powered loading doors 3.6m x 4.5m;Sealed floor with 35KN/m2 floor loading;WC facilities;External:;Designated and visitor parking;Perimeter security fencing;Electronic barrier,ROBERT BRADLEY-SMITH;HARVEY ARROWSMITH;ALEX GALE;CHARLIE MCKECHNIE,mailto:robert.bradley-smith@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com;mailto:agale@shw.co.uk;mailto:cmckechnie@shw.co.uk,tel:01737 243328;tel:01737 243328;tel:020 8662 2704;tel:02086622737,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7375_ab5p2v5yc687ix60&filename=Brochure%20-%20Redhil%2023%20-%20Units%2017%20and%2018%20-%20CURRENT.pdf
